Repeat_Unit,smiles,Tg
10-70-15-5,C=C[C@H](CC=CC[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](C[C@H](CC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,234.13
15-65-15-5,C=CCCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,243.61
20-60-15-5,C=CCC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](CC=CCCC=CCCC=CCCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,246.42
25-55-15-5,C=CCC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,249.23
30-50-15-5,C=C[C@@H](C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](C[C@@H](CCC=CCC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](CCC=CCCC=CC[C@@H](CC[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)CC=CC[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CCC[C@H](C=C)CC=CC[C@@H](C[C@@H](CC[C@H](C=C)CC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,247.47
35-45-15-5,C=C[C@H](CC=CCCC=CCCC=CCC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)CCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCC[C@H](CC=CC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,248.05
40-40-15-5,C=CCCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCCC=CC[C@@H](C=C)CC[C@H](C[C@H](C[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,253.93
45-35-15-5,C=C[C@@H](C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCCC=CCC[C@H](C=C)C[C@H](C=C)CC=CCC[C@H](C=C)CC=CCC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)C[C@H](C=C)[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](CCC=CCC[C@H](C=C)[C@@H](CCC=CC[C@@H](CCC=CC[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](CCC=CCCC=CCC[C@H](C=C)[C@@H](CCC=CCC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](C[C@@H](CCC=CC[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)[C@@H](C[C@@H](C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,249.15
50-30-15-5,C=CCCCC=CCC[C@H](CC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](CC=CC[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](CC=CCCC=CC[C@@H](C=C)CC[C@H](C[C@H](CC=CCC[C@H](C[C@H](CC=CC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,258.31
5-55-20-20,C=CCCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](CC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,234.13
10-50-20-20,C=CCCC[C@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@@H](CC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CCCC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CCCC=CCCC=CCCC=CCC[C@H](C[C@@H](CC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,240.25
15-45-20-20,C=CCC[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCCC=CC[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@H](C[C@H](CC=CCCC=CCCC=CCCC=CC[C@@H](C=C)CCC=CCCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CCC[C@H](CC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CC[C@H](C)C=C)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,242.86
20-40-20-20,C=C[C@@H](C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CCC=CC[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)C[C@H](C=C)[C@@H](CC[C@H](C=C)CC=CC[C@@H](CCC=CCC[C@H](C=C)C[C@H](C=C)CC=CCCC=CC[C@@H](C[C@@H](C[C@@H](CC[C@H](C=C)CC=CCCC=CCCC=CCCC=CCCC=CCCC=CCC[C@H](C=C)CC=CC[C@@H](CCC=CCCC=CCCC=CC[C@@H](CC[C@H](C=C)[C@@H](CC[C@H](C=C)C[C@H](C=C)C[C@H](C=C)CC=CCCC=CCC[C@H](C=C)CC=CCCC=CCC[C@H](C=C)CC=CC[C@@H](CC[C@H](C=C)C[C@H](C=C)CC=CCCC=CC[C@@H](CCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,246.97
25-35-20-20,C=CCCC[C@H](C[C@H](CC=CC[C@@H](C=C)CCC=CCCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CCCC=CC[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CCCC=CC[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CCCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,248.48
30-30-20-20,C=C[C@H](CC=CCCC=CCCC=CCC[C@H](C=C)CC=CCCC=CCC[C@H](C=C)CC=CCCC=CCC[C@H](C=C)C[C@H](C=C)CC=CCCC=CCCC=CCCC=CCCC=CC)CCC=CCCC=CCCC=CCC[C@H](CC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCCC=CCCC=CCC[C@H](CC=CCC[C@H](C[C@H](C[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CCC[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,249.93
35-25-20-20,C=CCCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CC[C@H](CC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](C[C@H](C[C@H](C[C@H](CC=CC[C@@H](C=C)CC[C@H](CC=CCC[C@H](CC=CCCC=CCC[C@H](C[C@H](CC=CCCC=CCCC=CCCC=CCC[C@H](C[C@H](C[C@H](C[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)CC[C@H](CC=CCCC=CCCC=CCC[C@@H]([C]1[CH][CH][CH][CH][CH]1)[C@@H](C=C)C[C@@H](C=C)CC[C@H](CC=CCCC=CCCC=CC[C@@H](C=C)CCC=CCCC=CC[C@@H](C=C)CC[C@H](C[C@H](C[C@H](CC=CCCC=CC[C@@H](C=C)CCC=CC[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)C[C@@H](C=C)CCC=CCCC=CC)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1)[C]1[CH][CH][CH][CH][CH]1,250.88
